IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.90.186.31,443,443,true,FRA,Europe,Frankfurt,528,0.00
130.162.215.196,443,0,true,FRA,Europe,Frankfurt,559,0.00
143.47.253.101,443,0,true,FRA,Europe,Frankfurt,565,0.00
130.162.224.95,443,0,true,FRA,Europe,Frankfurt,571,0.00
152.70.61.70,443,0,true,FRA,Europe,Frankfurt,564,0.00
144.24.173.250,8443,0,true,FRA,Europe,Frankfurt,561,0.00
132.226.215.24,443,0,true,FRA,Europe,Frankfurt,569,0.00
143.47.179.182,443,0,true,FRA,Europe,Frankfurt,559,0.00
34.141.22.157,443,0,true,FRA,Europe,Frankfurt,503,0.00
34.107.109.106,443,0,true,FRA,Europe,Frankfurt,520,0.00
130.162.186.182,443,0,true,FRA,Europe,Frankfurt,544,0.00
152.70.56.168,443,0,true,FRA,Europe,Frankfurt,551,0.00
144.21.43.27,443,0,true,FRA,Europe,Frankfurt,558,0.00
141.148.237.245,443,0,true,FRA,Europe,Frankfurt,561,0.00
144.24.189.21,443,0,true,FRA,Europe,Frankfurt,556,0.00
144.24.169.81,8443,0,true,FRA,Europe,Frankfurt,558,0.00
143.47.245.201,443,0,true,FRA,Europe,Frankfurt,553,0.00
158.101.216.255,443,0,true,FRA,Europe,Frankfurt,550,0.00
141.147.70.105,443,0,true,FRA,Europe,Frankfurt,566,0.00
144.21.63.110,443,0,true,FRA,Europe,Frankfurt,566,0.00
141.144.196.91,443,0,true,FRA,Europe,Frankfurt,555,0.00
152.70.61.105,443,0,true,FRA,Europe,Frankfurt,564,0.00
