IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.242.234.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,95,1.02
47.243.60.150,8080,8080,false,HKG,Asia Pacific,Hong Kong,94,1.01
8.217.232.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,1.00
8.217.221.165,8080,8080,false,HKG,Asia Pacific,Hong Kong,80,1.00
8.210.101.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,1.00
103.20.222.236,34651,443,true,HKG,Asia Pacific,Hong Kong,98,0.99
47.76.32.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,98,0.99
8.218.11.90,8080,8080,false,HKG,Asia Pacific,Hong Kong,91,0.99
8.218.3.12,2053,2053,true,HKG,Asia Pacific,Hong Kong,80,0.99
8.218.8.142,8080,8080,false,HKG,Asia Pacific,Hong Kong,88,0.99
8.210.21.65,2083,2083,true,HKG,Asia Pacific,Hong Kong,92,0.98
8.218.53.110,8443,8443,true,HKG,Asia Pacific,Hong Kong,82,0.98
47.243.173.187,80,80,false,HKG,Asia Pacific,Hong Kong,92,0.98
47.242.171.94,8880,8880,false,HKG,Asia Pacific,Hong Kong,89,0.98
47.243.139.243,8443,8443,true,HKG,Asia Pacific,Hong Kong,96,0.97
8.218.2.181,2095,2095,false,HKG,Asia Pacific,Hong Kong,95,0.97
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.96
8.210.3.24,2053,2053,true,HKG,Asia Pacific,Hong Kong,82,0.96
154.17.17.66,58835,443,true,HKG,Asia Pacific,Hong Kong,362,0.96
8.218.22.210,80,80,false,HKG,Asia Pacific,Hong Kong,92,0.95
47.242.79.71,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.95
47.243.42.219,80,80,false,HKG,Asia Pacific,Hong Kong,87,0.95
47.243.203.119,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.95
47.242.234.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,50,0.94
8.217.232.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,0.94
8.210.63.130,2096,2096,true,HKG,Asia Pacific,Hong Kong,102,0.94
8.217.251.62,8080,8080,false,HKG,Asia Pacific,Hong Kong,87,0.94
8.217.123.243,8443,8443,true,HKG,Asia Pacific,Hong Kong,98,0.93
47.242.232.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,92,0.93
8.217.121.207,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,0.93
8.218.122.55,80,80,false,HKG,Asia Pacific,Hong Kong,88,0.93
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,65,0.92
8.210.107.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,87,0.92
8.218.2.181,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.92
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,40,0.91
8.210.21.65,2052,2052,false,HKG,Asia Pacific,Hong Kong,82,0.91
47.243.74.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,86,0.91
8.218.52.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,88,0.91
8.217.248.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,87,0.90
47.243.42.219,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,0.90
47.243.173.187,8443,8443,true,HKG,Asia Pacific,Hong Kong,84,0.90
47.242.232.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,92,0.89
8.218.53.110,8880,8880,false,HKG,Asia Pacific,Hong Kong,77,0.88
47.243.234.9,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.87
8.218.188.129,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.87
47.243.206.150,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.86
8.210.3.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,80,0.86
8.218.1.163,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.86
47.243.183.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,97,0.85
47.242.107.109,2087,2087,true,HKG,Asia Pacific,Hong Kong,84,0.85
47.242.107.109,2053,2053,true,HKG,Asia Pacific,Hong Kong,80,0.85
47.242.79.71,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.85
47.242.54.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,0.84
8.217.49.34,2086,2086,false,HKG,Asia Pacific,Hong Kong,79,0.83
47.243.203.119,2096,2096,true,HKG,Asia Pacific,Hong Kong,41,0.83
8.210.245.224,2083,2083,true,HKG,Asia Pacific,Hong Kong,97,0.83
47.242.202.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,90,0.82
47.242.157.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,104,0.81
8.217.127.73,2086,2086,false,HKG,Asia Pacific,Hong Kong,90,0.81
8.210.175.109,80,80,false,HKG,Asia Pacific,Hong Kong,111,0.80
47.243.42.219,2053,2053,true,HKG,Asia Pacific,Hong Kong,90,0.80
8.217.164.10,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.80
8.210.156.6,2053,2053,true,HKG,Asia Pacific,Hong Kong,105,0.80
8.210.101.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,101,0.80
47.76.159.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,99,0.79
47.238.40.58,2053,2053,true,HKG,Asia Pacific,Hong Kong,95,0.79
8.218.174.118,8880,8880,false,HKG,Asia Pacific,Hong Kong,92,0.79
8.217.221.165,80,80,false,HKG,Asia Pacific,Hong Kong,88,0.79
47.76.33.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,89,0.78
8.210.175.109,8443,8443,true,HKG,Asia Pacific,Hong Kong,105,0.78
8.217.127.73,2095,2095,false,HKG,Asia Pacific,Hong Kong,89,0.77
47.242.54.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,89,0.77
8.210.174.156,8880,8880,false,HKG,Asia Pacific,Hong Kong,84,0.76
8.217.239.116,8080,8080,false,HKG,Asia Pacific,Hong Kong,88,0.75
47.242.232.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.74
47.243.74.220,8080,8080,false,HKG,Asia Pacific,Hong Kong,86,0.74
8.210.245.224,2086,2086,false,HKG,Asia Pacific,Hong Kong,89,0.73
47.242.59.216,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.72
8.217.232.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,97,0.72
8.217.127.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,91,0.72
47.242.252.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,104,0.72
8.217.127.73,2082,2082,false,HKG,Asia Pacific,Hong Kong,84,0.71
8.217.221.165,2087,2087,true,HKG,Asia Pacific,Hong Kong,93,0.70
8.217.164.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.70
47.76.33.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,91,0.69
8.210.55.134,2087,2087,true,HKG,Asia Pacific,Hong Kong,79,0.69
8.218.136.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,106,0.69
8.218.85.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,97,0.68
8.218.243.95,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.67
47.242.202.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,91,0.67
47.242.36.78,2095,2095,false,HKG,Asia Pacific,Hong Kong,87,0.66
47.243.27.217,2095,2095,false,HKG,Asia Pacific,Hong Kong,89,0.66
8.218.18.132,8080,8080,false,HKG,Asia Pacific,Hong Kong,92,0.66
8.210.107.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,96,0.66
47.242.157.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,111,0.66
47.242.17.250,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,0.64
47.242.17.250,80,80,false,HKG,Asia Pacific,Hong Kong,102,0.63
47.76.33.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,90,0.62
8.210.146.108,80,80,false,HKG,Asia Pacific,Hong Kong,90,0.62
8.217.149.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,85,0.61
